DPS,"ALABAMA DEPARTMENT OF PUBLIC SAFETY (MONTGOMERY, AL)"
DQA,ISLAND AVIATION
DRB,DIDIER ROUSSET BUY
DRC,AIR CONGO S.A.
DRD,"AEREO DORADO, S.A. DE C.V."
DRE,"MICHIGAN AIRWAYS, INC. D/B/A DRUMMOND ISLAND AIR (DRUMMOND ISLAND, MI)"
DRF,DREAM FLYERS TRAINING CENTER
DRK,DRUK AIR
DRL,"OMNI AIR TRANSPORT, LLC (TULSA, OK)"
DRM,AIRWAYS FLIGHT TRAINING
DRO,"ADRO SERVICIOS AEREOS, S.A. DE C.V."
DRS,"DREAMSHORE AERO (BAR HARBOR, ME)"
DRU,ALROSA AIR COMPANY LIMITED
DRX,DES R. CARGO EXPRESS
DRY,"DERAYA AIR TAXI, PT."
DRZ,"DERAZONA AIR SERVICE, PT."
DSA,"DANBURY AIRWAYS, INC. (DANBURY, CT)"
DSF,DASSAULT FALCON SERVICE FRANCE
DSM,LAN ARGENTINA S.A.
DSO,DASSAULT FALCON SERVICE
DSP,SURAVIATION S.L.
DSQ,DASAB AIRLINES
DSR,"DAIRO AIR SERVICES, LTD."
DST,STAR AVIATION SPA
DSU,"DELTA STATE UNIVERSITY (CLEVELAND, MS)"
DSW,DORNIER SEAWINGS
DTA,"TAAG, LINHAS AEREAS DE ANGOLA (ANGOLA AIRLINES)"
DTG,AIRZENA LLC
DTH,TASSILI AIRLINES
DTL,"AERO DILI TRANSPORT SERVICE, S.A."
DTN,DATA INTERNATIONAL LTD
DTO,AERODESIERTO S.A.
DTR,DAT A/S
DUA,DUSHANBE AIR
DUB,DUBAI AIRWING
DUC,CLASS AVIATION
DUG,AEROTECNICA S.A.
DUN,DUN'AIR
DVI,"AERO DAVINCI INTERNATIONAL, S.A. DE C.V."
DVN,ADVENTIA
DVR,DIVI DIVI AIR INC.
DVY,"LEGENDS AIRWAYS, LLC."
DVZ,"AEROTAXI DVZ, S.A. DE C.V."
DWA,DESERT WINGS AVIATION
DWC,EMPIRE AVIATION SAN MARINO SRL
DWG,"VALKYRIE AERO, LLC"
DWI,ARAJET S.A.
DWR,"DELAWARE SKYWAYS, LLC (NEW CASTLE, DE)"
DWW,DAS PRIVATE JETS GMBH
DXE,DRONAMICS EUROPE AIRLINES LTD
DXH,"EAST STAR AIRLINES CO., LTD"
DXT,"AIR MANAGEMENT GROUP, CJSC"
DYM,"DYNAMIC AIR, S.L."
DYN,"AERODYNAMICS, INC. (WATERFORD, MI)"
DZD,YAZD AIRWAYS
DZR,"MIDWEST AVIATION (OMAHA, NE)"
EAA,ELIT'AVIA INTERNATIONAL SM S.R.L
EAC,"EXECUTIVE AIR CHARTER (HONOLULU, HI)"
EAD,"EAA - ESCOLA DE AVIACAO AEROCONDOR, SA"
EAF,ELECTRA AIRWAYS
EAG,EMERALD AIRLINES (UK) LIMITED
EAI,EMERALD AIRLINES (IRELAND) LIMITED
EAJ,AIRENKA HAVA TASIMACILIGI A.S.
EAK,EURO-ASIA AIR
EAL,"EASTERN AIRLINES, LLC (HIGH POINT, NC)"
EAM,EMBASSY AIRLINES LIMITED
EAN,EXPRESS AIRWAYS NIGERIA LIMITED
EAO,ELITAVIA SAN MARINO SRL
EAP,AERO-PYRENEES
EAQ,EASTERN AUSTRALIA AIRLINES PTY LTD
EAR,"TRANSPORTE EJECUTIVO AEREO, S.A. DE C.V."
EAS,EXECUTIVE AEROSPACE (PTY) LTD
EAT,"AIR TRANSPORT, LTD"
EAU,ELITAVIA MALTA LTD
EAW,WALYA AIRWAYS
EAX,EUROPEAN AVIATION SCHOOL OF BARCELONA
EBE,"MINEBEA AVIATION CO., LTD"
EBF,ECHO AIRLINES LTD.
EBS,"AEG AVIATION SERVICES (STATELINE, NV)"
EBV,"AERBRAVA, S.C.P."
ECA,OHL AIR CHARTERFLUG
ECC,ECLAIR AVIATION
ECD,ECOTOUR
ECF,EUROCOPTER
ECH,"ESN JET SERVICE, LLC"
ECI,"EASTERN CAROLINA AVIATION, INC. (RICHLANDS, NC)"
ECJ,"EAST COAST JETS, INC. (ALLENTOWN, PA)"
ECL,"AERONAUTICA CASTELLANA, S.L."
ECM,"AEROLINEAS COMERCIALES, S.A. DE C.V."
ECN,"EURO CONTINENTAL AIE, S.L."
ECO,LINEA AEREA ECO JET S.A.
ECQ,ECO AIR LIMITED
ECR,"ENERGIA CREADORA, S.A. DE C.V."
ECT,EAST COAST AIRWAYS (PTY) LTD
ECU,EC-FLY
ECV,SPECTRUM AVIA
ECW,ECO AIRWAYS S.A.
ECX,"ECOMEX AIR CARGO, LDA."
EDA,EXEC DIRECT AVIATION
EDC,AIR CHARTER SCOTLAND LTD
EDD,"SERVICIOS AEREOS BIO PAPPEL, S.A. DE C.V."
EDG,"WESTERN AIR CHARTER, INC DBA JET EDGE"
EDL,"POLIZEIHUBSCHRAUBERSTAFFEL BAYERN, MUENCHEN"
EDN,EDEN
EDO,"EDACOM, D.O.O."
EDR,FLY ALWAYS
EDV,ENDEAVOR AIR
EDW,EDELWEISS AIR AG
EDY,APOLLO AIR SERVICES LTD.
EEF,ESTONIAN AIRFORCE
EEL,EAGLE EUROPEAN LTD
EEM,"EJECUTIVO AEREO DE MEXICO, S.A. DE C.V."
EES,EAGLE EXPRESS
EEU,EUROFLY SERVICE S.P.A.
EFA,EXPRESS FREIGHTERS AUSTRALIA
EFB,EMERALD JETS S.A.L.
EFC,EMIRATES FLIGHT TRAINING ACADEMY
EFD,"EISELE FLUGDIENST GMBH, STUTTGART"
EFE,E-FREIGHT INTERNATIONAL LTD
EFF,WESTAIR AVIATION LIMITED
EFG,ELIFRIULIA S.R.L.
EFO,"ESTOP ESTUDIOS DE FOTOGRAFIA, S.A."
EFS,"EFAOS, AGENCIA DE VIAGENS E TURISMO, LDA"
EFT,"EXECUFLIGHT, INC. (FORT LAUDERDALE, FL)"
EFW,BA EUROFLYER
EFX,EASY FLY EXPRESS LIMITED
EFY,EASYFLY S.A. (EMPRESA AEREA DE SERVICIOS Y FACILITACION LOGISTICA INTEGRAL S.A.)
EGA,AIR EAGLE
EGC,"FIRST WING AIRCRAFT CHARTER AND MAINTENANCE (INDIANAPOLIS, IN)"
EGE,EAGLE AIR INC
EGL,CAPITAL AIR AMBULANCE LIMITED
EGM,ECUATOGUINEANA DE AIR ET MARITIME SERVICE - EGAMS
EGO,GAUTENG AIR CARGO CC
EGS,"NATIONAL JETS, INC."
EGT,EGT JET LTD.
EGU,EAGLE AVIATION (U) LTD
EGV,ENRIQUE GLEISNER VIVANCO
EGW,EGO AIRWAYS S.P.A.
EGY,EGYPTIAN AIR FORCE
EHC,EUROPEAN HELICENTER
EHD,"E H DARBY AVIATION (SHEFFIELD, AL)"
EHN,EAST HORIZON AIRLINES
EHR,NORDURFLUG EHF
EIA,EVERGREEN INTERNATIONAL AIRLINES
EIC,EXPRESS INTERNATIONAL CARGO CORPORATION
EIN,AER LINGUS TEORANTA
EIS,"E.I.S. AIRCRAFT GMBH, KIEL-HOLTENAU"
EIX,STELLAER 212
EJA,"NETJETS AVIATION, INC. (COLUMBUS, OH)"
EJE,"HEBEI TONGHE GENERAL AVIATION CO., LTD."
EJM,"EXECUTIVE JET MANAGEMENT, INC. (CINCINNATI, OH)"
EJO,EXECUJET MIDDLE EAST
EJP,"AEROSERVICIOS EJECUTIVOS CORPORATIVOS, S.A. DE C.V."
EJS,EUROJET SERVIS S.R.O.
EJT,"ECLIPSE AVIATION (ALBUQUERQUE, NM)"
EJU,EASYJET EUROPE AIRLINE GMBH
EJV,"COMPANIA EJECUTIVA, S.A. DE C.V."
EJX,EGYPTIAN AVIATION
EJZ,EXECUTIVE JET SERVICES
EKA,EQUAFLIGHT SERVICE
EKC,"EAST KANSAS CITY AVIATION, INC. (GRAIN VALLEY, MO)"
EKG,AFRIC AVIATION
EKJ,EQUAJET
EKO,ECO AIRLINES SIA
EKT,EUROPEAN SAO LTD.
EKY,"AVIATION PARTNERS, S. DE R.L. DE.C.V. D/B/A EASYSKY"
ELA,ELITALIANA SPA
ELB,ELLINAIR
ELD,"EROPORTER, S.L."
ELE,"EUROAIRLINES, S.L."
ELF,FLY GR8
ELG,ELANGENI GMBH
ELH,BABCOCK MISSION CRITICAL SERVICES ITALIA SPA
ELI,ELIO JET A.S.
ELJ,ELITE JET S.R.O.
ELN,ELIN GROUP LIMITED
ELO,EUROLOT S.A.
ELR,ELROM AVIATION AND INVESTMENTS
ELT,"ELLIOTT AVIATION, INC. (OMAHA, NE)"
ELU,EGYPTIAN LEISURE AIRLINES
ELV,ELVETIA AVIATION S.A.P.I. DE C.V.
ELW,YELLOW WINGS AIR SERVICES LTD
ELX,"ELAN EXPRESS (LAS VEGAS, NV)"
ELY,EL AL - ISRAEL AIRLINES LTD.
ELZ,ELITE AIR
EMA,EGYPTIAN AVIATION COMPANY
EMB,"EMPRESA BRASILEIRA DE AERONAUTICA, S/A"
EMC,247 AVIATION LIMITED
EMD,"BALLARD AVIATION, INC. D/B/A EAGLEMED (WICHITA, KS)"
EME,"METRO EXPRESS, INC. D/B/A EASTERN METRO EXPRESS (ATLANTA, GA)"
EMI,PREMIUM AIR SHUTTLE LTD
EMJ,"FRIENDSHIP AIRWAYS (FORT LAUDERDALE, FL)"
EML,"EMA S.A., EMPRESA DE MELOS AEREOS"
EMM,EMPEROR AVIATION
EMO,SKYEMOTION
EMP,"EMPIRE AIR SERVICE, INC. (ROCHESTER, NY)"
EMR,ZEMMOUR AIRLINES
EMS,"AERO SERVICIOS EMPRESARIALES, S.A. DE C.V."
EMT,EMETEBE
EMU,EAST ASIA AIRLINES LTD
EMZ,ETHIOPIAN MOZAMBIQUE AIRLINES
ENA,"ESPANA, DIRECCION GENERAL DE AVIACION CIVIL Y TELECOMUNICACIONES"
ENC,ENDECOTS S.A.
END,"ARRENDADORA Y TRANSPORTADORA AEREA, S.A. DE C.V."
ENE,"ENERJET, S.A. DE C.V."
ENF,ENAV S.P.A.
ENG,THUNDERBIRD AIRWAYS INC. D/B/A ENG AVIATION
ENK,"EXECUTIVE AIRLINK INC. (NEBO, NC)"
ENL,SERVICIOS OPTIMOS DE AEROENLACE S.A. DE C.V.
ENR,SCENIC AIR (PTY) LTD
ENS,"ENTERGY SERVICES, INC. (NEW ORLEANS, LA)"
ENT,ENTER AIR SP. Z.O.O.
ENW,AERONAVES DEL NOROESTE
ENY,ENVOY AIR INC.
ENZ,JOTA AVIATION LTD
EOA,ELILOMBARDA S.R.L.
EOK,AERO K AIRLINES
EOL,AIRAILES
EOP,"EOLO PLUS, S.A. DE C.V."
EOS,ELIOSSOLA S.R.L.
EPA,"DONGHAI AIRLINES CO., LTD."
EPB,DONGHAI BUSINESS AVIATION COMPANY LTD
EPC,EUROPILOT CENTER
EPE,AIR EAGLE (PVT) LTD.
EPI,EPIC FLIGHT ACADEMY/ EPIC AVIATION
EPJ,TRABAJOS AEREOS ESPEJO S.L.
EPL,AERO TRANSPORTES EMPRESARIALES
EPR,"EXPRESS AIRWAYS, D.O.O."
EPS,"EPPS AIR SERVICE, INC. (ATLANTA, GA)"
EPT,EMPRESA PUBLICA DE TRANSPORTE AEREO MILITAR
EPU,"AERO ELITE ACAPULCO, S.A. DE C.V."
EQL,AIR SAO TOME AND PRINCIPE
EQR,EQUATORIAL CONGO AIRLINES BRANDED ECAIR
EQT,FLIGHT ACADEMY BLACKPOOL
EQX,EQUINOXAIR S.A.S.
ERA,"AEROTAXIS TUCAN, S.A. DE C.V."
ERC,AEROCHARTER
ERD,AIR EMERALDS
ERE,"ERIE AIRWAYS, INC. (ERIE, PA)"
ERF,EROFEY LLC
ERH,"ERA HELICOPTERS (LAKE CHARLES, LA)"
ERI,"AERO SERVICIOS REGIOMONTANOS, S.A. DE C.V."
ERK,AEROSEC
ERL,"AERO LAB, S.A. DE C.V."
ERM,"AEROMAAN, S.A. DE C.V."
ERN,ERNEST S.P.A.
ERO,"AEROECOM, C.A."
ERS,REAL AEROCLUB DE SEVILLA
ERU,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY
ERX,EARTH AIRLINES SERVICES LIMITED
ERY,SKY QUEST
ESA,"ESCAIR, S.L."
ESC,EL SOL DE AMERICA C.A.
ESD,EASTINDO SERVICES
ESE,"ENSENADA VUELOS ESPECIALES, S.A. DE C.V."
ESF,"ESTAFETA CARGA AEREA, S.A. DE C.V."
ESK,ELITESKY EXPRESS
ESM,EXECUTIVE AIRCRAFT SERVICES S.A.L.
ESO,AVITAT
ESP,ESPERIA AVIATION SERVICES S.P.A.
ESQ,EUROP-STAR AIRCRAFT GMBH
ESR,EASTARJET
ESS,THAI EASTARJET
EST,REGIONAL JET OU
ESU,"EMPRESA DE TRANSPORTE AEREOCARGO DEL SUR, S.A"
ESW,ASG BUSINESS AVIATION LLC
ESX,EUROSKYLINK LTD
ESY,"EASOFLYERS, S.L."
ETA,"ZETTA JET USA, INC."
ETC,AFRICAN TRANSPORT TRADING AND INVESTMENT CO. (ATTICO)
ETD,ETIHAD AIRWAYS
ETE,"SERVICIOS AEREOS ELITE, S.A. DE C.V."
ETF,UNIDADES AEROMOVILES DEL EJERCITO DE TIERRA
ETH,ETHIOPIAN AIRLINES CORPORATION
ETI,H-BIRD AVIATION SERVICES AB
ETJ,EAST AIR
ETL,"PATTERSON AVIATION COMPANY (SACRAMENTO, CA)"
ETM,ETRAM AIR WING
ETN,CHIM-NIR AVIATION
ETP,EMPIRE TEST PILOTS SCHOOL
ETR,"ESTELAR LATINOAMERICA, C.A."
ETS,ELTSOVKA AIRLINES
ETU,"EASTUNION, CJSC"
ETZ,"AEROTRANSPORTES ZODIAC, S.A. DE C.V."
EUC,EUROCONTROL
EUD,EURO MEDITERRANEAN AIRLINES
EUK,AER LINGUS (UK) LIMITED
EUL,EUROLINK GMBH
EUP,PAN EUROPEENNE
EUS,"EURUS AVIATION, S.A.P.I. DE C.V."
EUW,EFS EUROPEAN FLIGHT SERVICE AB
EVA,EVA AIRWAYS CORPORATION
EVC,RCS SERVICES LLC
EVE,"EVELOP AIRLINE, S.L."
EVJ,"EVERJETS - AVIACAO EXECUTIVA, S.A."
EVK,EVERETT AVIATION
EVL,EVOLEM AVIATION
EVM,NATURAL ENVIRONMENT RESEARCH COUNCIL
EVQ,EVERETT AVIATION LDA
EVR,"AERONAUTICAL ACADEMY OF EUROPE - ACADEMIA AERONAUTICA DE EVORA, S.A."
EVT,EVERETT LIMITED
EVX,ATR (AVION DE TRANSPORT REGIONAL)
EVY,"34 SQUADRON, ROYAL AUSTRALIAN AIR FORCE"
EWA,EWEST AIR
EWE,EWAT GMBH
EWG,EUROWINGS GMBH
EWL,EUROWINGS EUROPE LTD.
EWR,EWA AIR
EWS,EAST WEST AIRLINES
EWZ,EAST WING
EXA,IMP GROUP LTD
EXB,BRAZILIAN ARMY AVIATION
EXC,EC CHARTER CA
EXD,EXECUJET AVIATION (PTY) LTD
EXE,"EXECUTIVE FLIGHT, INC. (ARLINGTON, TX)"
EXF,"EXIMFLIGHT, S.A. DE C.V."
EXH,EXECUTIVE HELICOPTERS
EXJ,EXECUTIVE JET CHARTER LIMITED
EXM,CAA FLIGHT EXAMINERS
EXN,EXIN
EXP,ISLAND EXPRESS AIR
EXS,JET2.COM LTD
EXU,"EXECUTIVE AIRLINES, S.L."
EXV,FITS AVIATION (PVT) LTD
EXY,SA EXPRESS AIRWAYS
EXZ,EAST AFRICAN SAFARI AIR EXPRESS LIMITED
EYE,"F.S. AIR SERVICE, INC. (ANCHORAGE, AK)"
EYH,GLASYM S.A. DE C.V.
EYT,ETIHAD FLIGHT COLLEGE
EZA,EZNIS AIRWAYS LLC
EZE,EASTERN AIRWAYS (UK) LIMITED
EZI,AEROJET TOMZA S.A. DE C.V.
EZJ,EZJET GT INC.
EZR,EZ AIR B.V.
EZS,EASY JET SWITZERLAND SA
EZT,EZY AIRLINES
EZX,EAGLEXPRESS AIR CHARTER SDN. BHD.
EZY,EASYJET UK LTD
EZZ,ETF AIRWAYS
FAC,FUERZA AEREA COLOMBIANA
FAD,FLYADEAL
FAE,FUERZA AEREA ECUATORIANA
FAF,FORCE AERIENNE FRANCAISE
FAG,FUERZA AEREA ARGENTINA
FAH,FARNAIR HUNGARY LTD
FAI,"FALCON AIR, INC. (FLINT, MI)"
FAJ,FLY AMAN
FAK,FINANCIAL AIRXPRESS
FAL,"FRIENDSHIP AIR ALASKA (FAIRBANKS, AK)"
FAM,FUERZA AEREA MEXICANA
FAN,AF-AIR INTERNATIONAL
FAO,"FALCON AIR EXPRESS (MIAMI, FL)"
FAP,F AIR
FAQ,AEROFAQ
FAR,"AG-RAUM GMBH, WARNGAU"
FAS,"FLORIDA AIR CARGO (OPA LOCKA, FL)"
FAT,AIR TAXI (AVIATION CONNECTIVITY AND INFRASTRUCTURE DEVELOPERS PVT. LTD.)
FAU,FALCON AIRLINE LIMITED
FAV,FAIR AVIATION PTY LTD
FAW,"FALWELL AVIATION, INC. (LYNCHBURG, VA)"
FAX,"MIDWEST AIR FREIGHTERS (KANSAS CITY, KS)"
FAY,FAYBAN AIR SERVICES
FAZ,"FLINT AVIATION SERVICES, INC. (FLINT, MI)"
FBA,FLY BAGHDAD
FBC,FLY BLUE CRANE
FBE,PAN AFRICAN AIRLINES LEASING COMPANY LTD
FBG,FLEET AIR BG
FBJ,BABY JET AIRLINES LIMITED
FBN,"FLORIDA AIR TRANSPORT, INC. (OPA LOCKA, FL)"
FBO,TAG FARNBOROUGH AIRPORT LTD
FBS,FLYBOSNIA
FBU,FRENCH BLUE
FBW,"AVIATION DATA SYSTEMS, INC. (ORLANDO, FL)"
FBX,FLYING BUSINESS AVIATION
FBY,"FLY BAI, S.L."
FBZ,FLYBONDI
FCA,FLY-COOP AIR SERVICE
FCB,COBALTAIR LIMITED
FCE,"MAXAIR CHARTER, INC DBA FLIGHT CHOICE"
FCG,"FCG - FLIGHT CONSULTING GROUP LTD, LV"
FCH,FLY UNION
FCJ,"AIRSPRINT US, INC. (SCOTTSDALE, AZ)"
FCK,"FCS, FLIGHT CALIBRATION SERVICES, BRAUNSCHWEIG"
FCL,"FLORIDA COASTAL AIRLINES, INC. (FORT PIERCE, FL)"
FCM,NORDIC REGIONAL AIRLINES OY
FCO,AEROFRISCO
FCP,FLIGHT CORPORATION LTD
FCS,NEDGISTIC EXPRESS SERVICES & AVIATION
FDA,FUJI DREAM AIRLINES
FDB,FLYDUBAI
FDD,FEEDER AIRLINES
FDF,"IVV FEMIDA, LTD"
FDJ,FREEDOM AIR LLC
FDK,FLYDAMAS
FDL,"FARMINGDALE STATE UNIVERSITY (FARMINGDALE, NY)"
FDM,"FREEDOM AIRLINES, INC. (BINGHAMTON, NY)"
FDN,DOLPHIN AIR
FDO,FRANCE DOUANES
FDP,FDS-OPS SP. Z.O.O.
FDR,FEDERAL AIR (PTY) LTD
FDS,AFRICAN MEDICAL AND RESEARCH FOUNDATION (AMREF)
FDT,FREEDOM AIRLINES EXPRESS LTD.
FDU,FLY DUSHANBE AIRLINES
FDX,FEDERAL EXPRESS CORPORATION
FDY,"SUN AIR EXPRESS, LLC (FT. LAUDERDALE, FL)"
FDZ,FLIGHT DECK SUPPORT
FEA,FAR EASTERN AIR TRANSPORT CORPORATION
FEE,AEROSERVICIOS FARES C.A.
FEG,FLY EGYPT
FEI,EAGLE AIR ICELAND (FLUGFELAGID ERNIR)
FEL,FLYEXEC
FEM,FLYWELL AIRLINE
FEN,EUROCOPTER UK LTD
FEO,"AEROFERINCO, S.A. DE C.V."
FES,"AERO TAXIS Y SERVICIOS ALFE, S.A. DE C.V."
FET,"OLD DOMINION FREIGHT LINES, INC. (THOMASVILLE, NC)"
FEX,FLIGHTEXEC
FFA,FLY4 AIRLINES GREEN LIMITED
FFC,FAIROAKS FLIGHT CENTRE
FFD,FEUERWEHREINSATZ
FFE,"FFL FACHSCHULE FUER LUFT-FAHRZEUGFUEHRER GMBH, MUELHEIM"
FFF,FREEDOM AIR SERVICES LTD
FFH,SHALOM AIR SERVICES
FFI,"INFINIT AIR, S.L."
FFL,"FOREFLIGHT, LLC"
FFM,FLYFIREFLY SDN BHD
FFN,"FLY & FUN, S.L."
FFS,"FLORIDA DEPT OF AGRICULTURE (TALLAHASSEE, FL)"
FFT,"FRONTIER AIRLINES, INC. (DENVER, CO)"
FFU,GEC MARCONI AVIONICS LTD
FFV,FIVE FORTY AVIATION LTD
FFX,"NORDESTE LINHAS AEREAS, S.A."
FFY,"FLORIDA FLYERS FLIGHT ACADEMY, INC."
FGA,GEORGIAN AVIATION FEDERATION
FGB,AIR 65
FGC,DEPARTAMENTO DE AGRICULTURA DE LA GENERALITAT DE CATALUNA
FGD,CONAIR GROUP INC. D/B/A CONAIR
FGG,FLYGLOBAL CHARTER SDN. BHD.
FGN,GENDARMERIE NATIONALE
FGO,FTL AIRLINES
FGP,FLYING-RESEARCH AEROGEOPHYSICAL CENTER LTD
FGR,TRANS-PACIFIC AIR CHARTER LLC
FGS,ELITELLINA S.R.L.
FHG,FLYING HOPE E.V.
FHM,FREEBIRD AIRLINES EUROPE LIMITED
FHV,FLYVERHJEMMEVAERNET
FHY,FREE BIRD AIRLINES (HURKUS HAVAYOLU TASIMACILIK VE TICARET A.S.)
FIA,FLY ONE
FIB,ELTHURAYA AVIATION
FIC,"AEROSAFIN, S.A. DE C.V."
FIE,FLYONE ARMENIA
FIH,FINNHEMS OY
FIK,"JF AIR TRAFFIC, INC."
FIL,FLY LINE S.L.
FIN,FINNAIR OYJ
FIS,WINGGLIDER LIMITED GBR.ATO.0216
FIX,FOX AVIATION
FIZ,LET'S FLY HELICOPTER&JET
FJA,FIJI AIRLINES LIMITED
FJB,FASTJET ZAMBIA LIMITED
FJE,FANJET EXPRESS
FJI,AIR PACIFIC LIMITED
FJK,FLY JET.KZ
FJL,FLY JINNAH
FJM,FLY JAMAICA AIRWAYS LIMITED
FJO,FLEXJET OPERATIONS MALTA LIMITED
FJR,SOLITAIRE AIR (FLY JORDAN)
FJS,"FLORIDA JET SERVICE, INC. (FORT LAUDERDALE, FL)"
FJT,"FUTURE AIR CO., LTD."
FJW,FASTJET ZIMBABWE LIMITED
FJX,JET SKY CARGO AND AIR CHARTER LIMITED
FKH,FLY KHIVA
FKS,"OMEGA AIR HOLDINGS, LLC D/B/A FOCUS AIR (FT. LAUDERDALE, FL)"
FKZ,FLY KUMBA
FLA,FLITE
FLB,FLY ART
FLC,"UNITED STATES DEPARTMENT OF TRANSPORTATION, FEDERAL AVIATION ADMINISTRATION, FLIGHT INSPECTION SERVICES (OKLAHOMA CITY, OK)"
FLD,FLY SOLUTIONS LTD
FLE,FLAIR AIRLINES LTD
FLF,FRIENDSHIP AIRLINES LTD
FLG,BIG CHARTER PRIVATE LIMITED
FLH,"SKY BUS, INC. (DENVER, CO)"
FLI,"ATLANTIC AIRWAYS, FAROE ISLANDS P/F"
FLJ,FLEXJET OPERATIONS LTD
FLK,FLYLINK EXPRESS S.A.
FLL,FEDERAL AIRLINES
FLM,FLYING LAMM S.L.
FLN,FLYNAMIBIA AVIATION
FLO,FLYCOM D.O.O.
FLP,FL140 PARACHUTISME BORDEAUX
FLR,FLEETAIR
FLS,"FLYING FAST, S.A. DE C.V."
FLU,ASOCIACION AEROCLUB AEREO 2000
FLV,CIVAIR AIRWAYS (PTY) LTD T/A REDAIR
FLW,FLITEWATCH LIMITED
FLX,"FLIGHT EXPRESS, INC. (ORLANDO, FL)"
FLY,"FLYGO, S.L."
FLZ,FLIGHTLINK LIMITED
FMA,"FUMIGACION AEREA ANDALUZA, S.A."
FMF,EGYPTIAN AVIATION ACADEMY
FMG,"FMG VERKEHRSFLIEGERSCHULE, BUEREN"
FMI,FMI AIR
FML,SKY MALI
FMR,"FLAMINGO AIR, INC. (CINCINNATI, OH)"
FMS,HADISON AVIATION
FMT,AIR FRET DE MAURITANIE
FMX,"FLYFAST, S.A. DE C.V."
FMY,AVIATION LEGERE DE L'ARMEE DE TERRE
FNA,NORLANDAIR
FNB,FNA
FNC,FINALAIR CONGO
FNF,FINNISH AIR FORCE HEADQUARTERS
FNG,FINNISH BORDER GUARD
FNI,HELI HOLLAND OFFSHORE B.V.
FNK,IAS ITZEHOER AIRSERVICE GMBH
FNL,LAPIN TILAUSLENTO OY
FNO,AEROFLOTA DEL NOROESTE S.L.
FNS,FINESSE EXECUTIVE LTD
FNX,FENIX AIR CHARTER
FNY,FRANCE MARINE NATIONALE
FOA,FORTUNE AIR (PTY) LTD
FOC,OFFICE FEDERAL DE L'AVIATION CIVILE
FOE,FLY ONE AIRLINES
FOF,FLYFOFA AIRWAYS
FOH,FLY ORION AIRWAYS
FOI,"FLIGHT OPS INTERNATIONAL (JAMAICA, NY)"
FON,FLYINGTON FREIGHTS LIMITED
FOO,ANISEC GMBH
FOP,FOKKER AIRCRAFT SERVICES
FOR,FORMULA ONE MANAGEMENT LIMITED
FOS,BEL LTD
FOT,"AVIAT AVIACION Y TRABAJOS AEREOS, S.L."
FOW,FLITEPORT
FOX,FLYR
FOZ,STARS AIRWAYS
FPA,FLYGPRESTANDA AB
FPC,"FLIGHT PRO INTERNATIONAL, LLC"
FPE,FLY PLAY EUROPE LTD
FPF,FJR PRIVATE FLIGHT
FPI,FLYPERSIA
FPK,AIR FALCON (PVT) LIMITED
FPL,AUSTRALIAN FEDERAL POLICE
FPO,ASL AIRLINES FRANCE
FPR,FUERZA AEREA DEL PERU
FPY,FLY PLAY
FQA,QUIKJET CARGO AIRLINES PVT. LTD
FRA,FR AVIATION LTD
FRB,FLY RAK
FRC,FRANCONIA AIR SERVICE GMBH
FRD,"FORD MOTOR COMPANY (DETROIT, MI)"
FRE,"BOEING TACTICAL (ST.LOUIS, MO)"
FRF,FLEET AIR INTERNATIONAL LTD
FRG,"FREIGHT RUNNERS EXPRESS, INC. (MILWAUKEE, WI)"
FRI,FREEDOM AIR (PTY) LTD T/A NORTH EAST CHARTERS
FRJ,AFRIJET AIRLINES
FRK,AFRIKA AVIATION HANDLERS LIMITED
FRN,FIRST NATION AIRWAYS (SS) LIMITED
FRO,FROST AIR APS
FRQ,AFRIQUE CHART'AIR
FRR,FRESH AIR LTD
FRS,"COMFORT SERVICIOS AEREOS, S.A. DE C.V."
FRU,SECURITE CIVILE FRANCAISE
FRV,"CARVER AERO, LLC DBA REVV AVIATION"
FRW,"FARWEST AIRLINES, INC. (CHANDLER, AZ)"
FRX,FORT AERO
FSA,"FOSTER AVIATION (NOME, AK)"
FSB,"FSB FLUGSERVICE & DEVELOPMENT GMBH, BERLIN-SCHOENEFELD"
FSC,"FOUR STAR AVIATION D/B/A FOUR STAR GARGO (ST. THOMAS, VI)"
FSE,AFS ALPINE FLIGHTSERVICE GMBH
FSF,FLY7 FINLAND
FSH,FLY SMART LLC
FSJ,"FREESKY AVIATION CO., LTD"
FSK,AFRICA CHARTER AIRLINES CC
FSL,FLINTS AERO SERVICES LTD
FSM,AIRPILOT ESCUELA DE VUELO S.L.
FSN,"FLIGHT PLAN SOLUTIONS (SAN FRANCISCO, CA)"
FSO,SKY ONE S.R.O.
FSP,APERTURE AVIATION
FSQ,FLYSKY AIRLINES
FSR,"FLIGHTSTAR CORPORATION, THE (SAVOY, IL)"
FSS,CHEROKEE AIR LIMITED
FST,FLIGHT SUPPORT INC.
FSU,FLYSKY AIRLINES
FSW,FASO AIRWAYS SARL
FSX,"FLAGSHIP EXPRESS SERVICES, INC. (YPSILANTI, MI)"
FSY,PRIVATEAIR INC.
FTA,"FRONTIER FLYING SERVICE, INC. (FAIRBANKS, AK)"
FTC,FTC AVIATION
FTD,"ANDREW BETTIS AVIATION, LLC DBA AB JETS"
FTE,COSTA BLANCA FLIGHT TRAINING CENTER
